Name,Train_test,SMILES,Solvent,Type,N,sol_PCA1,sol_PCA2,sol_PCA3,sol_PCA4,sol_PCA5,N_HOMO,N_LUMO,N_DM,N_EB,N_EA_H,N_EA_nonH,N_TCA,N_BAD,N_fukui,N_fukui_Li,N_fukui_charge,N_HOMO_PM6,N_LUMO_PM6,N_DM_PM6,N_EB_PM6,N_EA_H_PM6,N_EA_nonH_PM6
molecule_228,Test,C/C=C\O[Si](C(C)C)(C(C)C)C(C)C,dichloromethane,C-Pi,3.87,-0.7,-6.5,-1.3,1.3,2,-0.27265,0.07109,1.2283,-0.91234,0.24727,2.13129,194.2052322,102.0010793,-0.184788762,-0.186562,-0.078831,-0.32531,0.03883,2.0973,-0.452165,0.171685,0.438428
molecule_229,Train,C[Si](OC1=C(O[Si](C)(C)C)CCCC1)(C)C,dichloromethane,C-Pi,4.46,-0.7,-6.5,-1.3,1.3,2,-0.25498,0.07179,0.4976,-1.20775,0.26203,2.00979,209.7457631,124.2284322,-0.114501844,-0.133201,0.055934,-0.30677,0.04056,2.3379,-0.634801,0.179193,0.518317
molecule_230,Train,C=C(C=C)O[Si](C)(C)C,dichloromethane,C-Pi,4.83,-0.7,-6.5,-1.3,1.3,2,-0.2723,0.01614,1.1118,-1.20298,0.25322,2.00268,215.4753525,100.9698164,-0.23023928,-0.234448,-0.140605,-0.3421,0.0056,3.1686,-0.635234,0.186974,0.536191
molecule_231,Train,C=C/C=C/O[Si](C)(C)C,dichloromethane,C-Pi,4.6,-0.7,-6.5,-1.3,1.3,2,-0.25372,0.027,2.4412,-1.20687,0.25399,2.00847,203.4195492,66.98205005,-0.180110176,-0.184932,-0.11578,-0.3298,0.00828,1.6757,-0.636827,0.183298,0.537007
molecule_232,Train,C[Si](OC1=CCCCCC1)(C)C,dichloromethane,C-Pi,6.62,-0.7,-6.5,-1.3,1.3,2,-0.26245,0.0662,0.6598,-1.20217,0.25201,2.00198,208.5712224,101.9687222,-0.19706999,-0.200162,-0.099213,-0.32849,0.04641,2.7259,-0.633587,0.172595,0.514919
molecule_233,Train,C[Si](O/C1=C/CCCCCC1)(C)C,dichloromethane,C-Pi,6.77,-0.7,-6.5,-1.3,1.3,2,-0.26508,0.06544,0.8979,-1.20584,0.25272,2.00452,218.9650224,86.94636068,-0.192901719,-0.194966,-0.091062,-0.32852,0.04621,0.9141,-0.633168,0.172648,0.51306
molecule_234,Train,C/C=C(CC)\O[Si](C)(C)C,dichloromethane,C-Pi,5.58,-0.7,-6.5,-1.3,1.3,2,-0.27116,0.0712,1.2709,-1.2062,0.25224,2.00556,204.2860279,109.6255286,-0.202967187,-0.206616,-0.085318,-0.32932,0.04504,2.3531,-0.633924,0.172419,0.513083
molecule_235,Train,C[Si](OC1=CC=CO1)(C)C,dichloromethane,C-Pi,7.22,-0.7,-6.5,-1.3,1.3,2,-0.25281,0.06854,1.2653,-1.20611,0.25833,1.9956,223.7155995,114.3205034,-0.170945722,-0.17257,-0.002252,-0.32333,0.02301,1.9285,-0.644446,0.192607,0.60942
molecule_236,Train,C[Si](C1CCC=C1)(C)C,dichloromethane,C-Si,1.77,-0.7,-6.5,-1.3,1.3,2,-0.27979,0.05852,0.2188,-1.17641,0.25342,1.80866,208.1246228,98.32790205,-0.169331645,-0.170866,-0.059387,-0.31478,0.05458,1.0694,-0.663711,0.180566,0.54503
molecule_237,Train,CCCCCC[Si](CCCCCC)(CCCCCC)C1CCC=C1,dichloromethane,C-Si,1.98,-0.7,-6.5,-1.3,1.3,2,-0.27773,0.0578,0.2556,-0.95689,0.25647,1.88204,210.654424,105.3468188,-0.157055211,-0.158314,-0.059925,-0.31732,0.04987,1.1307,-0.480815,0.16242,0.501119
molecule_238,Test,C=C(C)C[Si](Cl)(Cl)Cl,dichloromethane,C-Si,-0.57,-0.7,-6.5,-1.3,1.3,2,-0.3093,0.03127,2.0183,-0.99586,0.28214,1.51686,203.5178765,70.14201432,-0.237020952,-0.240611,-0.107057,-0.35032,-0.02538,1.3937,-0.599398,0.203907,0.546038
molecule_239,Train,C=CC[Ge](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,dichloromethane,C-M,1.2,-0.7,-6.5,-1.3,1.3,2,-0.28506,0.00891,0.6123,-0.93348,0.25483,1.84372,200.6080835,66.17225132,-0.143922939,-0.144067,-0.103214,-0.33776,0.00791,0.5883,-0.471732,0.169975,0.515716
molecule_240,Train,C/C(C)=C/C[Sn](CCCC)(CCCC)CCCC,dichloromethane,C-M,4.74,-0.7,-6.5,-1.3,1.3,2,-0.25551,0.056,0.3603,-0.9667,0.24729,2.04047,230.6195138,107.1079943,-0.132561612,-0.133571,-0.015159,-0.30842,0.03368,0.4051,-0.615175,0.163599,1.115932
molecule_241,Test,C=C(C)C[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,dichloromethane,C-M,5.13,-0.7,-6.5,-1.3,1.3,2,-0.27137,0.00698,0.6175,-0.94644,0.25252,2.05336,197.295285,70.32254096,-0.178112748,-0.179588,-0.117087,-0.33066,0.01274,1.0694,-0.665641,0.178125,1.15928
molecule_242,Train,C/C(C)=C(C)/C,dichloromethane,C-Pi,-1,-0.7,-6.5,-1.3,1.3,2,-0.27317,0.06892,0,-0.64835,0.22381,-0.03832,219.3124316,105.2302012,-0.173071668,-0.175758,-0.019721,-0.32026,0.06491,0,-0.476311,0.155494,0.023829
molecule_243,Train,C=C(C)CC1=CC=CC=C1,dichloromethane,C-Pi,0.25,-0.7,-6.5,-1.3,1.3,2,-0.29526,0.02507,0.3301,-0.655,0.24355,-0.0223,206.4835193,70.00964249,-0.143821355,-0.065008,-0.112217,-0.34272,0.01444,0.7266,-0.518919,0.175071,0.201091
molecule_244,Train,C=C(C)C1=CC=CC=C1,dichloromethane,C-Pi,2.35,-0.7,-6.5,-1.3,1.3,2,-0.27832,0.00195,0.3217,-0.65242,0.23066,-0.04108,221.4741932,82.27362056,-0.169311648,-0.171673,-0.103542,-0.34613,0.01143,0.6929,-0.498571,0.168664,0.122858
molecule_245,Train,C=C(C)C1CC1,dichloromethane,C-Pi,2.6,-0.7,-6.5,-1.3,1.3,2,-0.28447,0.06058,0.5909,-0.65816,0.24113,-0.03328,108.4778754,74.33597374,-0.235022482,-0.238793,-0.119956,-0.35711,0.05015,0.8255,-0.508708,0.166608,0.16514
molecule_246,Train,C/C=C\C1=CC=CC=C1,dichloromethane,C-Pi,-1.07,-0.7,-6.5,-1.3,1.3,2,-0.27624,0.00561,0.3723,-0.67628,0.2307,-0.08043,207.0630853,100.2352681,-0.137488682,-0.138059,-0.042717,-0.33637,0.01339,0.7992,-0.483694,0.170116,0.085618
molecule_247,Train,C1=CCCC1,dichloromethane,C-Pi,-1.55,-0.7,-6.5,-1.3,1.3,2,-0.29365,0.06299,0.1785,-0.46375,0.22771,-0.21816,214.6782299,96.22097426,-0.207165187,-0.209718,-0.057253,-0.34649,0.05244,0.4223,-0.259939,0.139634,-0.157129
molecule_248,Train,C12C=CC(C2)CC1,dichloromethane,C-Pi,-0.25,-0.7,-6.5,-1.3,1.3,2,-0.29337,0.05469,0.2998,-0.43917,0.24116,-0.223,225.976191,104.2066449,-0.205324024,-0.208248,-0.057474,-0.35237,0.04679,0.4595,-0.303401,0.142255,-0.054089
molecule_249,Train,CC1=CCC2CC1C2(C)C,dichloromethane,C-Pi,0.68,-0.7,-6.5,-1.3,1.3,2,-0.27689,0.0597,0.195,-0.64501,0.23729,-0.02941,194.8668498,103.6042122,-0.187134617,-0.190019,-0.065854,-0.32942,0.05599,0.4859,-0.524116,0.167622,0.185177
molecule_250,Train,CC1=CCCC1,dichloromethane,C-Pi,1.18,-0.7,-6.5,-1.3,1.3,2,-0.28204,0.0675,0.2841,-0.64986,0.22654,-0.03146,218.0322701,95.38931579,-0.201646595,-0.204439,-0.068485,-0.3324,0.05877,0.6355,-0.497538,0.163735,0.093579
molecule_251,Train,C/C=C/C,dichloromethane,C-Pi,-2.45,-0.7,-6.5,-1.3,1.3,2,-0.29261,0.05288,0,-0.66487,0.22673,-0.21545,140.5472955,86.4586415,-0.217236508,-0.220736,-0.057464,-0.34737,0.05434,0,-0.467035,0.157845,-0.137147
molecule_27,Test,CC1=CC=CC=C1,dichloromethane,C-Pi,-4.36,-0.7,-6.5,-1.3,1.3,2,-0.29361,0.02984,0.3834,-0.64232,0.2322,-0.04337,101.0044014,65.79734859,-0.162474262,-0.165065,-0.054935,-0.33943,0.01672,0.684,-0.506067,0.169346,0.131164
molecule_272,Test,C=COCC,dichloromethane,C-Pi,3.92,-0.7,-6.5,-1.3,1.3,2,-0.27958,0.07018,1.7626,-0.64886,0.22264,0.15376,147.0778481,72.39213999,-0.262697422,-0.26831,-0.144511,-0.33667,0.04851,2.3404,-0.492789,0.180357,0.156694
molecule_273,Train,C/C(C)=C/OCC,dichloromethane,C-Pi,4.23,-0.7,-6.5,-1.3,1.3,2,-0.2613,0.07655,1.1997,-0.65518,0.23771,0.14086,226.8010515,101.9608291,-0.167442928,-0.168902,-0.032083,-0.30735,0.05832,1.2594,-0.495081,0.172579,0.035402
molecule_28,Train,CC1=CC(C)=CC=C1,dichloromethane,C-Pi,-3.57,-0.7,-6.5,-1.3,1.3,2,-0.28659,0.03286,0.3422,-0.6416,0.23172,-0.03506,130.1636081,88.14340091,-0.133014544,-0.147099,-0.060346,-0.33276,0.02119,0.6693,-0.513029,0.170299,0.176106
molecule_289,Train,N#C[CH-]C(OCC)=O,water,C-Anion,15.57,-17.1,-8.8,5.6,0.1,0.6,-0.05997,0.21552,8.9661,-0.73822,0.22242,0.78717,172.9656383,106.1873527,-0.267920106,-0.274428,-0.225497,-0.15792,0.21096,9.6015,-0.766748,0.203953,0.753148
molecule_29,Train,CC=Cc1ccccc1,dichloromethane,C-Pi,-0.49,-0.7,-6.5,-1.3,1.3,2,-0.26837,-0.00241,0.4917,-0.6657,0.23027,-0.07485,159.2774071,88.96270223,-0.140057257,-0.143827,-0.044837,-0.32369,0.00122,0.9543,-0.486356,0.165976,0.077044
molecule_290,Train,O=C([CH-]C(OCC)=O)OCC,water,C-Anion,16.15,-17.1,-8.8,5.6,0.1,0.6,-0.06752,0.21709,3.5976,-0.71112,0.21512,0.79919,153.6189927,92.65790721,-0.269660304,-0.269743,-0.222101,-0.1715,0.19856,4.5396,-0.817902,0.219461,0.769694
molecule_291,Train,O=C([C-](C)C(OCC)=O)OCC,dimethylsulfoxide,C-Anion,21.13,-7.2,4,-4,2.6,0.6,-0.05988,0.21405,3.6357,-0.70761,0.21969,0.81209,193.6674678,100.1572829,-0.22167978,-0.221021,-0.151745,-0.15474,0.19863,4.9591,-0.651057,0.158247,0.732639
molecule_293,Test,CC([C-](C)C(C)=O)=O,dimethylsulfoxide,C-Anion,18.38,-7.2,4,-4,2.6,0.6,-0.04863,0.22399,5.3942,-0.71478,0.21208,0.51721,185.533011,87.760553,-0.211274264,-0.211435,-0.15429,-0.13662,0.21481,7.4389,-0.65775,0.158517,0.665755
molecule_30,Train,CC1=CC=CS1,dichloromethane,C-Pi,1.35,-0.7,-6.5,-1.3,1.3,2,-0.27976,0.02663,0.6182,-0.65266,0.24935,0.39008,222.966533,77.34824439,-0.170537489,-0.099322,-0.08285,-0.33023,0.00259,1.1292,-0.475081,0.178225,0.053875
molecule_31,Train,C=CC1=CC=CC=C1,dichloromethane,C-Pi,0.78,-0.7,-6.5,-1.3,1.3,2,-0.2792,-0.00614,0.1281,-0.37903,0.22989,-0.08458,51.761294,77.641941,-0.167092465,-0.166267,-0.092221,-0.3345,-0.00403,0.0301,-0.325856,0.151278,0.031479
molecule_32,Train,COC1=CC=CC(OC)=C1,dichloromethane,C-Pi,2.48,-0.7,-6.5,-1.3,1.3,2,-0.26976,0.03246,1.6828,-0.55899,0.25222,0.35498,155.5099976,94.67173261,-0.137361055,-0.140111,-0.091668,-0.32471,0.01484,2.1498,-0.471887,0.207783,0.434099
molecule_33,Train,C=CC[Si](C)(C)C,dichloromethane,C-Si,1.68,-0.7,-6.5,-1.3,1.3,2,-0.29089,0.05438,0.63,-1.1784,0.25356,1.79191,203.7323363,68.81153993,-0.223064125,-0.231387,-0.114705,-0.32924,0.05318,1.1375,-0.661692,0.182513,0.573135
molecule_336,Train,C=C(OCC)OCC,dichloromethane,C-Pi,9.81,-0.7,-6.5,-1.3,1.3,2,-0.26285,0.09382,2.0661,-0.64837,0.23239,0.68673,125.667297,81.22843738,-0.275562765,-0.28573,-0.20019,-0.32593,0.04493,2.8418,-0.696848,0.205288,0.557553
molecule_337,Train,C=C(O[Si](C)(C)C)OCCCC,dichloromethane,C-Pi,10.21,-0.7,-6.5,-1.3,1.3,2,-0.25481,0.07596,2.3425,-1.20427,0.25437,2.00533,141.4264521,103.2912836,-0.271159612,-0.279175,-0.199368,-0.32825,0.03806,3.9604,-0.651392,0.201607,0.617988
molecule_338,Train,C=C(O[Si](C)(C(C)(C)C)C)OCCCC,dichloromethane,C-Pi,10.32,-0.7,-6.5,-1.3,1.3,2,-0.26061,0.07073,2.1494,-1.21358,0.26331,2.07209,132.6937099,92.28847612,-0.266109435,-0.302537,-0.22884,-0.32724,0.03363,4.6772,-0.656419,0.201612,0.621478
molecule_339,Train,C/C=C(O[Si](C)(C)C)/O[Si](C)(C)C,dichloromethane,C-Pi,10.38,-0.7,-6.5,-1.3,1.3,2,-0.24986,0.0698,2.0847,-1.20612,0.25883,2.00283,219.97926,111.5622297,-0.210580144,-0.217072,-0.12667,-0.32075,0.03918,2.7153,-0.639001,0.185414,0.6105
molecule_34,Train,C=CC[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,dichloromethane,C-M,3.09,-0.7,-6.5,-1.3,1.3,2,-0.27637,0.00657,0.6229,-0.95244,0.24889,2.04585,199.0958994,62.6562428,-0.165069769,-0.165856,-0.107846,-0.33588,0.01258,0.7019,-0.631378,0.173834,1.151401
molecule_340,Train,CC1=C(O[Si](C)(C)C)OCC1,dichloromethane,C-Pi,11.5,-0.7,-6.5,-1.3,1.3,2,-0.2394,0.08311,1.0109,-1.20583,0.26123,1.99949,195.8699249,101.5516735,-0.179753184,-0.181035,-0.078932,-0.30428,0.03844,2.749,-0.639882,0.18006,0.583356
molecule_341,Train,O=[N+]([CH-]C)[O-],water,C-Anion,11.25,-17.1,-8.8,5.6,0.1,0.6,-0.02972,0.26969,3.6728,-0.66547,0.1945,0.43257,232.0282207,83.84065113,-0.257164991,-0.255805,-0.148854,-0.13119,0.23601,4.8741,-0.736653,0.168084,0.891017
molecule_343,Train,[CH2-][N+]([O-])=O,dimethylsulfoxide,C-Anion,20.71,-7.2,4,-4,2.6,0.6,-0.0316,0.2779,1.8247,-0.63182,0.16358,0.43665,133.9215608,61.54406371,-0.328583116,-0.3407,-0.257384,-0.14435,0.23678,2.3966,-0.828647,0.175862,0.939488
molecule_344,Train,O=[N+]([C-](C)C)[O-],dimethylsulfoxide,C-Anion,20.61,-7.2,4,-4,2.6,0.6,-0.02872,0.25115,4.48,-0.66287,0.24617,0.42971,203.3603537,90.83732836,-0.205951123,-0.203462,-0.067832,-0.12043,0.23578,6.0942,-0.735847,0.153198,0.849111
molecule_347,Test,O=[N+]([CH-]C1=CC=CC=C1)[O-],dimethylsulfoxide,C-Anion,18.29,-7.2,4,-4,2.6,0.6,-0.05848,0.16329,6.2767,-0.57344,0.25646,0.47722,213.114146,100.4538249,-0.179959797,-0.178361,-0.118728,-0.15053,0.14675,7.6959,-0.692792,0.19454,0.925525
molecule_349,Test,O=[N+]([CH-]C1=CC=C(C)C=C1)[O-],dimethylsulfoxide,C-Anion,18.31,-7.2,4,-4,2.6,0.6,-0.05685,0.16198,8.4323,-0.63195,0.25751,0.4763,211.109248,97.79595917,-0.175221609,-0.173473,-0.118735,-0.14626,0.14667,10.3762,-0.68635,0.193176,0.923412
molecule_35,Train,C=C(C)C[Si](C)(C)C,dichloromethane,C-Si,4.41,-0.7,-6.5,-1.3,1.3,2,-0.28264,0.05858,0.6792,-1.18121,0.2584,1.79556,203.4792364,71.26426148,-0.226628702,-0.230098,-0.123838,-0.32298,0.05794,0.9326,-0.661033,0.18422,0.574061
molecule_351,Train,O=[N+]([CH-]C1=CC=C([N+]([O-])=O)C=C1)[O-],dimethylsulfoxide,C-Anion,16.29,-7.2,4,-4,2.6,0.6,-0.09416,0.08233,3.5532,-0.53111,0.26069,0.53131,211.8964681,98.03479334,-0.165519282,-0.166343,-0.101803,-0.19071,0.07586,3.7265,-0.680942,0.205912,0.926276
molecule_353,Train,O=[N+]([CH-]C1=CC=CC([N+]([O-])=O)=C1)[O-],dimethylsulfoxide,C-Anion,18.06,-7.2,4,-4,2.6,0.6,-0.08257,0.07537,6.093,-0.56098,0.26305,0.55106,236.7303012,100.808345,-0.183442786,-0.186425,-0.11954,-0.17675,0.06358,6.6859,-0.687575,0.202538,0.927142
molecule_355,Train,O=[N+]([CH-]C1=CC=C(C#N)C=C1)[O-],dimethylsulfoxide,C-Anion,16.96,-7.2,4,-4,2.6,0.6,-0.08593,0.11469,3.0556,-0.54358,0.26122,0.49032,211.7986493,97.84012404,-0.168967343,-0.167244,-0.105958,-0.17393,0.10514,4.6933,-0.692877,0.201237,0.928283
molecule_356,Train,[C-]#N,acetonitrile,C-Anion,16.27,-4.7,-4.7,-3.3,-0.3,4.3,-0.06181,0.39269,0.8304,-0.74599,0,-0.25401,17.90862577,26.86293866,-0.651529506,-0.652606,-0.488929,-0.10685,0.36017,0.1562,-0.684664,0,-0.315336
molecule_357,Train,C=CC1=C(C)C=C(C)C=C1C,dichloromethane,C-Pi,0.68,-0.7,-6.5,-1.3,1.3,2,-0.26982,0.00847,0.1387,-0.65035,0.23726,-0.00566,203.8796438,92.48653331,-0.11120152,-0.113277,-0.091155,-0.32647,0.02407,0.2117,-0.515083,0.173315,0.1999
molecule_36,Train,C=CC[Sn](CCCC)(CCCC)CCCC,dichloromethane,C-M,5.46,-0.7,-6.5,-1.3,1.3,2,-0.27247,0.04844,0.8665,-0.96481,0.24564,2.03857,192.5763321,69.18582453,-0.182713167,-0.184534,-0.113134,-0.33156,0.02852,1.1097,-0.651273,0.169797,1.136924
molecule_361,Test,[S-]C#N,acetonitrile,S-Nucleophile,17.94,-4.7,-4.7,-3.3,-0.3,4.3,-0.05614,0.3281,1.595,-0.59352,0,0.08753,77.41001201,58.97496302,-0.640455111,-0.641017,-0.521922,-0.146,0.20247,0.7222,-0.740734,0,0.225914
molecule_368,Train,[Cl-],water,Halide,10.1,-17.1,-8.8,5.6,0.1,0.6,-0.00616,0.82852,0,-1,0,-1,31.45066105,31.45066105,-1,-1,-1,-0.14219,3.96881,0,-1,0,-1
molecule_37,Train,C=C(C)C[Sn](CCCC)(CCCC)CCCC,dichloromethane,C-M,7.48,-0.7,-6.5,-1.3,1.3,2,-0.26859,0.05077,0.8251,-0.96865,0.24808,2.04584,229.3881046,78.97891553,-0.189646365,-0.191411,-0.121418,-0.32593,0.02971,1.3865,-0.685612,0.174084,1.145065
molecule_379,Test,[Br-],water,Halide,11.7,-17.1,-8.8,5.6,0.1,0.6,-0.03059,0.63261,0,-1,0,-1,31.02222761,31.02222761,-1,-1,-0.999999,-0.13048,4.67709,0,-1,0,-1
molecule_38,Train,C=C(O[Si](C)(C)C)/C=C/OC,dichloromethane,C-Pi,8.57,-0.7,-6.5,-1.3,1.3,2,-0.24748,0.03044,2.1901,-1.20297,0.25263,2.0041,213.2870924,99.4523066,-0.202431804,-0.207841,-0.156434,-0.32149,0.01111,4.5245,-0.636547,0.199633,0.52835
molecule_384,Test,FC1=C([Si](C2=C(C(F)=C(C(F)=C2F)F)F)(OC3=CCCO3)C4=C(C(F)=C(C(F)=C4F)F)F)C(F)=C(F)C(F)=C1F,dichloromethane,C-Pi,8.16,-0.7,-6.5,-1.3,1.3,2,-0.27183,-0.04515,1.7786,-0.87535,0.23332,2.03886,236.4090744,151.442899,-0.213840312,-0.216134,-0.136189,-0.34239,-0.05758,3.7349,-0.437732,0.199971,0.724603
molecule_385,Train,C1(O[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)=CCCO1,dichloromethane,C-Pi,11.28,-0.7,-6.5,-1.3,1.3,2,-0.25165,-0.00047,1.7666,-0.8806,0.24555,2.0757,221.540152,130.2098945,-0.214496219,-0.216716,-0.135112,-0.32445,-0.00804,1.5266,-0.475036,0.196545,0.573949
molecule_386,Train,C1(O[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)=CCCC1,dichloromethane,C-Pi,5.76,-0.7,-6.5,-1.3,1.3,2,-0.26725,0.00029,0.9665,-0.89498,0.24102,2.07357,227.8232939,140.9920927,-0.191178764,-0.193395,-0.090576,-0.33277,-0.0041,1.4954,-0.432367,0.175123,0.515829
molecule_387,Train,O1CCC=C1,dichloromethane,C-Pi,4.37,-0.7,-6.5,-1.3,1.3,2,-0.26597,0.07432,1.1654,-0.57924,0.23349,0.16794,195.8613257,96.31126783,-0.21513103,-0.216898,-0.103082,-0.32897,0.04204,1.3786,-0.391623,0.170497,0.123408
molecule_388,Train,CC(O[Si](C1=C(F)C(F)=C(F)C(F)=C1F)(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F)=C,dichloromethane,C-Pi,0.58,-0.7,-6.5,-1.3,1.3,2,-0.30825,-0.04515,1.213,-0.91714,0.23689,2.03593,232.5582173,103.1092633,-0.231032016,-0.23316,-0.135364,-0.37958,-0.05737,3.7916,-0.546372,0.194463,0.667875
molecule_389,Train,FC(C(F)=C(F)C(F)=C1F)=C1[Si](C2=C(F)C(F)=C(F)C(F)=C2F)(OC3=CCCC3)C4=C(F)C(F)=C(F)C(F)=C4F,dichloromethane,C-Pi,1.38,-0.7,-6.5,-1.3,1.3,2,-0.28961,-0.0423,1.4702,-0.88951,0.23686,2.0386,225.5082806,156.0806788,-0.194894665,-0.197518,-0.09289,-0.35468,-0.05654,3.7433,-0.388042,0.176355,0.671529
molecule_39,Train,C[Si](OC1=CCCCO1)(C)C,dichloromethane,C-Pi,10.61,-0.7,-6.5,-1.3,1.3,2,-0.25223,0.08074,1.604,-1.20381,0.25675,1.99881,208.8981396,95.19299288,-0.21946125,-0.223909,-0.131899,-0.3187,0.03646,1.8761,-0.637905,0.190295,0.580435
molecule_390,Train,[O-]N=O,acetonitrile,O-Nucleophile,17.2,-4.7,-4.7,-3.3,-0.3,4.3,-0.0135,0.30647,0.3042,-0.60986,0,0.21972,69.84412498,52.38309374,-0.3393219,-0.335708,-0.450516,-0.10341,0.24001,0.618,-0.640761,0,0.281521
molecule_40,Train,C[Si](OC1=CCCO1)(C)C,dichloromethane,C-Pi,12.56,-0.7,-6.5,-1.3,1.3,2,-0.2494,0.07907,1.8054,-1.20476,0.25427,2.00412,225.147471,101.1423461,-0.224531883,-0.227355,-0.147164,-0.31852,0.03539,1.8722,-0.640119,0.19413,0.593055
molecule_41,Train,C=C1CCCC1,dichloromethane,C-Pi,2.82,-0.7,-6.5,-1.3,1.3,2,-0.29469,0.05085,0.5666,-0.46319,0.23834,-0.03133,203.837568,75.51943165,-0.261525308,-0.266553,-0.123721,-0.35274,0.05517,0.9728,-0.496585,0.163014,0.172773
molecule_42,Train,CC1=CC=CO1,dichloromethane,C-Pi,3.61,-0.7,-6.5,-1.3,1.3,2,-0.27138,0.05828,0.5229,-0.67447,0.23878,0.32422,215.7999661,77.92511918,-0.189420379,-0.12506,-0.10007,-0.33519,0.02596,0.8755,-0.495867,0.182473,0.234299
molecule_426,Train,[N-]=[N+]=[N-],dimethylsulfoxide,N-SP2,20.5,-7.2,4,-4,2.6,0.6,-0.01143,0.37787,0,-0.58913,0,0.17826,73.07867786,55.83965247,-0.428529253,-0.426169,-0.507799,-0.12823,0.28296,0,-0.799437,0,0.598875
molecule_43,Train,CN1C=CC=C1,dichloromethane,C-Pi,5.85,-0.7,-6.5,-1.3,1.3,2,-0.25879,0.07678,2.2835,-0.43839,0.23105,-0.04107,196.7214258,75.38840661,-0.191602239,-0.111999,-0.101825,-0.32022,0.04829,3.0054,-0.329582,0.164448,-0.030198
molecule_44,Train,C[Si](OC1=CCCCC1)(C)C,dichloromethane,C-Pi,5.21,-0.7,-6.5,-1.3,1.3,2,-0.26516,0.07141,0.6813,-1.20226,0.25187,2.00218,214.2838197,105.0006286,-0.198031806,-0.2004,-0.096463,-0.32764,0.04758,1.3149,-0.633406,0.173059,0.518672
molecule_440,Train,ClC1=CC=NC=C1,dichloromethane,N-SP2,11.7,-0.7,-6.5,-1.3,1.3,2,-0.33335,-0.00345,0.7015,-0.49079,0.25058,0.06752,140.3833127,64.6519705,-0.31269301,-0.136134,-0.195747,-0.38185,-0.02065,0.681,-0.313882,0.188313,0.146182
molecule_442,Test,N1=CC=CC=C1,dichloromethane,N-SP2,12.9,-0.7,-6.5,-1.3,1.3,2,-0.32032,0.00827,2.1732,-0.48883,0.23426,0.05408,140.556356,64.73222658,-0.318250202,-0.32162,-0.197144,-0.37117,-0.00573,2.3531,-0.305839,0.165312,0.034048
molecule_444,Train,CC1=CC=NC=C1,dichloromethane,N-SP2,13.7,-0.7,-6.5,-1.3,1.3,2,-0.31639,0.01302,2.6719,-0.64641,0.23872,0.06105,140.0220179,64.52777883,-0.314983443,-0.318418,-0.202749,-0.36925,-0.0018,3.1245,-0.520933,0.177891,0.219389
molecule_446,Train,COC1=CC=NC=C1,dichloromethane,N-SP2,13.7,-0.7,-6.5,-1.3,1.3,2,-0.3058,0.01866,3.1839,-0.55112,0.24495,0.36714,139.6960955,64.43153562,-0.150635492,-0.130504,-0.213084,-0.35515,-0.00647,3.4472,-0.463876,0.194641,0.401822
molecule_448,Train,NC1=CC=NC=C1,dichloromethane,N-SP2,15.2,-0.7,-6.5,-1.3,1.3,2,-0.27434,0.03007,4.3624,-0.81928,0.40013,0.21843,139.2602955,64.24744203,-0.190162327,-0.135991,-0.225616,-0.33047,0.00293,4.2597,-0.532581,0.266346,0.384231
molecule_45,Train,C=C(O[Si](C)(C)C)C,dichloromethane,C-Pi,5.41,-0.7,-6.5,-1.3,1.3,2,-0.27848,0.07162,0.7003,-1.20262,0.25184,2.00206,222.0316896,102.1866326,-0.257078062,-0.261154,-0.156116,-0.34733,0.04263,3.3034,-0.633882,0.189457,0.529383
molecule_450,Test,CN(C1=CC=NC=C1)C,dichloromethane,N-SP2,15.8,-0.7,-6.5,-1.3,1.3,2,-0.26118,0.0307,4.5941,-0.52995,0.23288,0.2243,139.0078857,64.15319182,-0.158964237,-0.110217,-0.225107,-0.30662,0.01217,5.4614,-0.470889,0.175892,0.374397
molecule_457,Train,C1(N2CCCC2)=CC=NC=C1,water,N-SP2,12.39,-17.1,-8.8,5.6,0.1,0.6,-0.25781,0.03196,4.926,-0.53242,0.23614,0.23102,139.1241084,64.19794011,-0.154186913,-0.107962,-0.22659,-0.30538,0.01297,5.8406,-0.477553,0.174937,0.384489
molecule_458,Test,COC1=CC=C2C(C=CN2)=C1,dichloromethane,C-Pi,6.22,-0.7,-6.5,-1.3,1.3,2,-0.2434,0.01905,2.7035,-0.59678,0.42126,0.3186,218.7899626,94.8957705,-0.10706691,-0.08075,-0.095865,-0.29803,-0.00173,3.0724,-0.380728,0.264586,0.298646
molecule_459,Train,NC1=CC=C2C(C=CN2)=C1,acetonitrile,C-Pi,7.22,-4.7,-4.7,-3.3,-0.3,4.3,-0.22145,0.02905,1.0479,-0.84381,0.41942,0.17829,191.9352646,88.87825312,-0.14653224,-0.056074,-0.10435,-0.29135,0.00246,2.1642,-0.508815,0.263599,0.215144
