Name,Train_test,SMILES,Solvent,Type,N,sol_PCA1,sol_PCA2,sol_PCA3,sol_PCA4,sol_PCA5,NS_HOMO,NS_LUMO,NS_DM,NS_EB,NS_EA_H,NS_EA_nonH,NS_DeltaG,N_TCA,N_BAD,N_fukui,N_fukui_Li,N_fukui_charge,NS_HOMO_PM6,NS_LUMO_PM6,NS_DM_PM6,NS_EB_PM6,NS_EA_H_PM6,NS_EA_nonH_PM6,NS_DeltaG_PM6
molecule_233,Train,C[Si](O/C1=C/CCCCCC1)(C)C,dichloromethane,C-Pi,6.77,-0.7,-6.5,-1.3,1.3,2,-0.26834,0.06313,1.2903,-1.20903,0.2537,2.0039,-0.003666,218.9650224,86.94636068,-0.192901719,-0.194966,-0.091062,-0.33734,0.03729,0.9778,-0.637151,0.178069,0.494403,-0.002376
molecule_234,Train,C/C=C(CC)\O[Si](C)(C)C,dichloromethane,C-Pi,5.58,-0.7,-6.5,-1.3,1.3,2,-0.27531,0.07049,1.7363,-1.20967,0.2531,2.00563,-0.002898,204.2860279,109.6255286,-0.202967187,-0.206616,-0.085318,-0.33824,0.0359,2.9176,-0.638023,0.177211,0.499187,-0.001781
molecule_235,Train,C[Si](OC1=CC=CO1)(C)C,dichloromethane,C-Pi,7.22,-0.7,-6.5,-1.3,1.3,2,-0.25876,0.06291,1.7245,-1.2084,0.25631,1.99498,-0.004755,223.7155995,114.3205034,-0.170945722,-0.17257,-0.002252,-0.33271,0.0134,2.2513,-0.649747,0.197985,0.611651,-0.001498
molecule_236,Train,C[Si](C1CCC=C1)(C)C,dichloromethane,C-Si,1.77,-0.7,-6.5,-1.3,1.3,2,-0.28086,0.05695,0.3447,-1.17902,0.25526,1.81203,-0.00196,208.1246228,98.32790205,-0.169331645,-0.170866,-0.059387,-0.32101,0.04843,1.2714,-0.668882,0.179151,0.541904,-0.002389
molecule_237,Train,CCCCCC[Si](CCCCCC)(CCCCCC)C1CCC=C1,dichloromethane,C-Si,1.98,-0.7,-6.5,-1.3,1.3,2,-0.27832,0.05681,0.3474,-0.95822,0.25798,1.88246,-0.004383,210.654424,105.3468188,-0.157055211,-0.158314,-0.059925,-0.32194,0.04589,1.3,-0.484901,0.164834,0.505327,-0.002323
molecule_238,Test,C=C(C)C[Si](Cl)(Cl)Cl,dichloromethane,C-Si,-0.57,-0.7,-6.5,-1.3,1.3,2,-0.30654,0.03299,2.5358,-0.9999,0.29008,1.52688,-0.00322,203.5178765,70.14201432,-0.237020952,-0.240611,-0.107057,-0.35171,-0.02719,1.8402,-0.608421,0.214289,0.568703,-0.003379
molecule_239,Train,C=CC[Ge](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,dichloromethane,C-M,1.2,-0.7,-6.5,-1.3,1.3,2,-0.28926,0.00481,0.7179,-0.93706,0.25957,1.84565,-0.006738,200.6080835,66.17225132,-0.143922939,-0.144067,-0.103214,-0.34305,0.00209,0.7293,-0.474018,0.174119,0.514033,-0.005234
molecule_240,Train,C/C(C)=C/C[Sn](CCCC)(CCCC)CCCC,dichloromethane,C-M,4.74,-0.7,-6.5,-1.3,1.3,2,-0.25551,0.05581,0.5476,-0.96736,0.24823,2.04688,-0.00416,230.6195138,107.1079943,-0.132561612,-0.133571,-0.015159,-0.31241,0.03203,0.4913,-0.621434,0.166534,1.142199,-0.003908
molecule_241,Test,C=C(C)C[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,dichloromethane,C-M,5.13,-0.7,-6.5,-1.3,1.3,2,-0.27459,0.00378,0.888,-0.9479,0.255,2.06063,-0.007543,197.295285,70.32254096,-0.178112748,-0.179588,-0.117087,-0.33525,0.00862,1.5206,-0.676643,0.182055,1.187662,-0.005566
molecule_242,Train,C/C(C)=C(C)/C,dichloromethane,C-Pi,-1,-0.7,-6.5,-1.3,1.3,2,-0.27546,0.06736,0,-0.65172,0.22578,-0.04306,-0.002099,219.3124316,105.2302012,-0.173071668,-0.175758,-0.019721,-0.32796,0.05614,0,-0.484856,0.159607,0.015983,-0.002587
molecule_243,Train,C=C(C)CC1=CC=CC=C1,dichloromethane,C-Pi,0.25,-0.7,-6.5,-1.3,1.3,2,-0.29867,0.02101,0.438,-0.65855,0.24585,-0.02141,-0.003041,206.4835193,70.00964249,-0.143821355,-0.065008,-0.112217,-0.34937,0.00772,1.0247,-0.530104,0.175493,0.211651,-0.002598
molecule_244,Train,C=C(C)C1=CC=CC=C1,dichloromethane,C-Pi,2.35,-0.7,-6.5,-1.3,1.3,2,-0.28199,-0.00274,0.4064,-0.65683,0.23646,-0.04516,-0.003246,221.4741932,82.27362056,-0.169311648,-0.171673,-0.103542,-0.35117,0.0029,0.8343,-0.509407,0.173217,0.131148,-0.002717
molecule_245,Train,C=C(C)C1CC1,dichloromethane,C-Pi,2.6,-0.7,-6.5,-1.3,1.3,2,-0.28759,0.05674,0.8,-0.66269,0.24447,-0.03302,-0.002161,108.4778754,74.33597374,-0.235022482,-0.238793,-0.119956,-0.36348,0.04297,1.0544,-0.520733,0.172642,0.177541,-0.001913
molecule_246,Train,C/C=C\C1=CC=CC=C1,dichloromethane,C-Pi,-1.07,-0.7,-6.5,-1.3,1.3,2,-0.27936,0.00068,0.4956,-0.68031,0.23634,-0.08613,-0.003191,207.0630853,100.2352681,-0.137488682,-0.138059,-0.042717,-0.34134,0.00417,0.9921,-0.492875,0.16992,0.086031,-0.002283
molecule_247,Train,C1=CCCC1,dichloromethane,C-Pi,-1.55,-0.7,-6.5,-1.3,1.3,2,-0.29555,0.06066,0.2403,-0.46545,0.22979,-0.22407,-0.00109,214.6782299,96.22097426,-0.207165187,-0.209718,-0.057253,-0.35187,0.04598,0.4809,-0.265254,0.143651,-0.164693,-0.001442
molecule_248,Train,C12C=CC(C2)CC1,dichloromethane,C-Pi,-0.25,-0.7,-6.5,-1.3,1.3,2,-0.29532,0.05264,0.4207,-0.44051,0.24323,-0.2285,-0.001176,225.976191,104.2066449,-0.205324024,-0.208248,-0.057474,-0.35751,0.04125,0.547,-0.305474,0.144539,-0.056422,-0.001201
molecule_249,Train,CC1=CCC2CC1C2(C)C,dichloromethane,C-Pi,0.68,-0.7,-6.5,-1.3,1.3,2,-0.278,0.05849,0.3008,-0.64625,0.23832,-0.03042,-0.001256,194.8668498,103.6042122,-0.187134617,-0.190019,-0.065854,-0.3356,0.04919,0.5831,-0.529277,0.168396,0.186677,-0.002311
molecule_250,Train,CC1=CCCC1,dichloromethane,C-Pi,1.18,-0.7,-6.5,-1.3,1.3,2,-0.284,0.06547,0.3822,-0.65392,0.22964,-0.03236,-0.001144,218.0322701,95.38931579,-0.201646595,-0.204439,-0.068485,-0.33939,0.05064,0.8148,-0.508986,0.170341,0.100034,-0.002178
molecule_251,Train,C/C=C/C,dichloromethane,C-Pi,-2.45,-0.7,-6.5,-1.3,1.3,2,-0.29514,0.05031,0,-0.66803,0.22821,-0.22114,-0.001121,140.5472955,86.4586415,-0.217236508,-0.220736,-0.057464,-0.35332,0.04759,0,-0.473985,0.161285,-0.14416,-0.001564
molecule_27,Test,CC1=CC=CC=C1,dichloromethane,C-Pi,-4.36,-0.7,-6.5,-1.3,1.3,2,-0.29758,0.02532,0.4968,-0.64602,0.23534,-0.04594,-0.00266,101.0044014,65.79734859,-0.162474262,-0.165065,-0.054935,-0.3462,0.00926,0.7947,-0.514914,0.175155,0.131705,-0.002629
molecule_272,Test,C=COCC,dichloromethane,C-Pi,3.92,-0.7,-6.5,-1.3,1.3,2,-0.28502,0.06544,2.2264,-0.65193,0.22871,0.15519,-0.002756,147.0778481,72.39213999,-0.262697422,-0.26831,-0.144511,-0.34792,0.03871,2.8587,-0.523661,0.178386,0.174816,-0.005248
molecule_273,Train,C/C(C)=C/OCC,dichloromethane,C-Pi,4.23,-0.7,-6.5,-1.3,1.3,2,-0.26519,0.0729,1.5015,-0.65844,0.23294,0.1351,-0.003173,226.8010515,101.9608291,-0.167442928,-0.168902,-0.032083,-0.31966,0.04656,1.515,-0.50188,0.169191,0.037173,-0.003038
molecule_28,Train,CC1=CC(C)=CC=C1,dichloromethane,C-Pi,-3.57,-0.7,-6.5,-1.3,1.3,2,-0.29106,0.0279,0.4521,-0.64534,0.23474,-0.03822,-0.002943,130.1636081,88.14340091,-0.133014544,-0.147099,-0.060346,-0.34132,0.01194,0.7775,-0.522962,0.176608,0.180077,-0.003359
molecule_289,Train,N#C[CH-]C(OCC)=O,water,C-Anion,15.57,-17.1,-8.8,5.6,0.1,0.6,-0.22161,0.09648,11.101,-0.7678,0.23895,0.7977,-0.090002,172.9656383,106.1873527,-0.267920106,-0.274428,-0.225497,-0.32514,0.04364,11.6409,-0.7932,0.219242,0.756017,-0.097629
molecule_29,Train,CC=Cc1ccccc1,dichloromethane,C-Pi,-0.49,-0.7,-6.5,-1.3,1.3,2,-0.27229,-0.00665,0.6272,-0.669,0.23623,-0.08121,-0.003351,159.2774071,88.96270223,-0.140057257,-0.143827,-0.044837,-0.33057,-0.00618,1.1488,-0.496656,0.171724,0.074943,-0.003329
molecule_290,Train,O=C([CH-]C(OCC)=O)OCC,water,C-Anion,16.15,-17.1,-8.8,5.6,0.1,0.6,-0.22485,0.08163,4.912,-0.75212,0.22322,0.7998,-0.090819,153.6189927,92.65790721,-0.269660304,-0.269743,-0.222101,-0.33901,0.03226,6.0958,-0.851407,0.220866,0.773109,-0.105522
molecule_291,Train,O=C([C-](C)C(OCC)=O)OCC,dimethylsulfoxide,C-Anion,21.13,-7.2,4,-4,2.6,0.6,-0.20964,0.08615,5.1537,-0.75364,0.22385,0.81007,-0.08802,193.6674678,100.1572829,-0.22167978,-0.221021,-0.151745,-0.31603,0.03559,5.611,-0.727391,0.16713,0.737309,-0.104819
molecule_293,Test,CC([C-](C)C(C)=O)=O,dimethylsulfoxide,C-Anion,18.38,-7.2,4,-4,2.6,0.6,-0.20492,0.06615,7.746,-0.73681,0.22259,0.51052,-0.091653,185.533011,87.760553,-0.211274264,-0.211435,-0.15429,-0.30548,0.03937,10.3205,-0.769082,0.182822,0.668578,-0.109666
molecule_30,Train,CC1=CC=CS1,dichloromethane,C-Pi,1.35,-0.7,-6.5,-1.3,1.3,2,-0.28358,0.02267,0.7599,-0.65678,0.25779,0.38013,-0.002854,222.966533,77.34824439,-0.170537489,-0.099322,-0.08285,-0.3403,-0.00481,1.3704,-0.488575,0.186762,0.044169,-0.003114
molecule_31,Train,C=CC1=CC=CC=C1,dichloromethane,C-Pi,0.78,-0.7,-6.5,-1.3,1.3,2,-0.28284,-0.00981,0.1479,-0.38377,0.23725,-0.09181,-0.003148,51.761294,77.641941,-0.167092465,-0.166267,-0.092221,-0.34014,-0.00969,0.0248,-0.324449,0.157598,0.024448,-0.002645
molecule_32,Train,COC1=CC=CC(OC)=C1,dichloromethane,C-Pi,2.48,-0.7,-6.5,-1.3,1.3,2,-0.27603,0.02521,2.2087,-0.56813,0.25125,0.35175,-0.005831,155.5099976,94.67173261,-0.137361055,-0.140111,-0.091668,-0.3357,0.00249,2.7734,-0.505089,0.204819,0.436626,-0.007996
molecule_33,Train,C=CC[Si](C)(C)C,dichloromethane,C-Si,1.68,-0.7,-6.5,-1.3,1.3,2,-0.29206,0.0524,0.8606,-1.18026,0.25656,1.7964,-0.002412,203.7323363,68.81153993,-0.223064125,-0.231387,-0.114705,-0.33498,0.04756,1.2921,-0.666578,0.179978,0.572622,-0.002674
molecule_336,Train,C=C(OCC)OCC,dichloromethane,C-Pi,9.81,-0.7,-6.5,-1.3,1.3,2,-0.27082,0.09134,2.5604,-0.65692,0.23092,0.68981,-0.004089,125.667297,81.22843738,-0.275562765,-0.28573,-0.20019,-0.34097,0.03392,3.4651,-0.726019,0.202313,0.567394,-0.006829
molecule_337,Train,C=C(O[Si](C)(C)C)OCCCC,dichloromethane,C-Pi,10.21,-0.7,-6.5,-1.3,1.3,2,-0.26344,0.07992,3.1186,-1.20706,0.25476,2.004,-0.007638,141.4264521,103.2912836,-0.271159612,-0.279175,-0.199368,-0.34232,0.03314,3.8233,-0.692669,0.202414,0.636138,-0.008473
molecule_338,Train,C=C(O[Si](C)(C(C)(C)C)C)OCCCC,dichloromethane,C-Pi,10.32,-0.7,-6.5,-1.3,1.3,2,-0.26858,0.07441,2.9375,-1.21551,0.26026,2.07017,-0.004694,132.6937099,92.28847612,-0.266109435,-0.302537,-0.22884,-0.3387,0.02837,5.6592,-0.696545,0.202493,0.639007,-0.004732
molecule_339,Train,C/C=C(O[Si](C)(C)C)/O[Si](C)(C)C,dichloromethane,C-Pi,10.38,-0.7,-6.5,-1.3,1.3,2,-0.25588,0.07313,2.8417,-1.2074,0.25582,2.00146,-0.004462,219.97926,111.5622297,-0.210580144,-0.217072,-0.12667,-0.33132,0.03004,3.1213,-0.643161,0.188132,0.608545,-0.011155
molecule_34,Train,C=CC[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,dichloromethane,C-M,3.09,-0.7,-6.5,-1.3,1.3,2,-0.27957,0.00376,0.8144,-0.95412,0.25405,2.05374,-0.007452,199.0958994,62.6562428,-0.165069769,-0.165856,-0.107846,-0.33903,0.00859,0.9578,-0.638507,0.177126,1.178788,-0.005234
molecule_340,Train,CC1=C(O[Si](C)(C)C)OCC1,dichloromethane,C-Pi,11.5,-0.7,-6.5,-1.3,1.3,2,-0.24432,0.08363,1.3383,-1.20813,0.25755,1.99901,-0.003556,195.8699249,101.5516735,-0.179753184,-0.181035,-0.078932,-0.31635,0.02797,3.1076,-0.643583,0.182081,0.569384,-0.004296
molecule_341,Train,O=[N+]([CH-]C)[O-],water,C-Anion,11.25,-17.1,-8.8,5.6,0.1,0.6,-0.20943,0.0938,5.5169,-0.68955,0.21837,0.40464,-0.098213,232.0282207,83.84065113,-0.257164991,-0.255805,-0.148854,-0.31824,0.04547,7.0111,-0.807982,0.186256,0.835198,-0.107945
molecule_343,Train,[CH2-][N+]([O-])=O,dimethylsulfoxide,C-Anion,20.71,-7.2,4,-4,2.6,0.6,-0.21857,0.09133,2.9784,-0.66826,0.1831,0.4145,-0.099763,133.9215608,61.54406371,-0.328583116,-0.3407,-0.257384,-0.33508,0.04389,3.8656,-0.783194,0.200981,0.902749,-0.104932
molecule_344,Train,O=[N+]([C-](C)C)[O-],dimethylsulfoxide,C-Anion,20.61,-7.2,4,-4,2.6,0.6,-0.19844,0.10017,6.856,-0.70334,0.23738,0.39551,-0.095309,203.3603537,90.83732836,-0.205951123,-0.203462,-0.067832,-0.30183,0.05113,8.8633,-0.808878,0.1578,0.768787,-0.10747
molecule_347,Test,O=[N+]([CH-]C1=CC=CC=C1)[O-],dimethylsulfoxide,C-Anion,18.29,-7.2,4,-4,2.6,0.6,-0.2078,0.02144,9.9337,-0.627,0.25166,0.45074,-0.084611,213.114146,100.4538249,-0.179959797,-0.178361,-0.118728,-0.30531,0.00305,11.9384,-0.754797,0.205791,0.891802,-0.091915
molecule_349,Test,O=[N+]([CH-]C1=CC=C(C)C=C1)[O-],dimethylsulfoxide,C-Anion,18.31,-7.2,4,-4,2.6,0.6,-0.20454,0.02365,12.8004,-0.64466,0.25135,0.44743,-0.084626,211.109248,97.79595917,-0.175221609,-0.173473,-0.118735,-0.29985,0.00547,15.1118,-0.761403,0.203638,0.88481,-0.094151
molecule_35,Train,C=C(C)C[Si](C)(C)C,dichloromethane,C-Si,4.41,-0.7,-6.5,-1.3,1.3,2,-0.2841,0.05656,0.9628,-1.18391,0.25959,1.79943,-0.00232,203.4792364,71.26426148,-0.226628702,-0.230098,-0.123838,-0.33021,0.0522,1.2951,-0.665536,0.185289,0.573704,-0.003589
molecule_351,Train,O=[N+]([CH-]C1=CC=C([N+]([O-])=O)C=C1)[O-],dimethylsulfoxide,C-Anion,16.29,-7.2,4,-4,2.6,0.6,-0.22218,-0.04243,6.2517,-0.57353,0.26048,0.54143,-0.072547,211.8964681,98.03479334,-0.165519282,-0.166343,-0.101803,-0.32111,-0.05059,7.0269,-0.689412,0.219206,0.92295,-0.078228
molecule_353,Train,O=[N+]([CH-]C1=CC=CC([N+]([O-])=O)=C1)[O-],dimethylsulfoxide,C-Anion,18.06,-7.2,4,-4,2.6,0.6,-0.21768,-0.04273,9.3289,-0.60541,0.2607,0.5568,-0.075609,236.7303012,100.808345,-0.183442786,-0.186425,-0.11954,-0.31569,-0.0536,10.7223,-0.730695,0.211623,0.900835,-0.082392
molecule_355,Train,O=[N+]([CH-]C1=CC=C(C#N)C=C1)[O-],dimethylsulfoxide,C-Anion,16.96,-7.2,4,-4,2.6,0.6,-0.21782,-0.01292,5.9324,-0.58856,0.25976,0.47019,-0.074633,211.7986493,97.84012404,-0.168967343,-0.167244,-0.105958,-0.31277,-0.02214,8.8923,-0.72451,0.212551,0.909334,-0.082003
molecule_356,Train,[C-]#N,acetonitrile,C-Anion,16.27,-4.7,-4.7,-3.3,-0.3,4.3,-0.28023,0.17573,0.8419,-0.74562,0,-0.25438,-0.108775,17.90862577,26.86293866,-0.651529506,-0.652606,-0.488929,-0.32656,0.14195,0.0106,-0.712351,0,-0.287649,-0.110915
molecule_357,Train,C=CC1=C(C)C=C(C)C=C1C,dichloromethane,C-Pi,0.68,-0.7,-6.5,-1.3,1.3,2,-0.27422,0.00368,0.1613,-0.65411,0.23663,-0.00956,-0.003293,203.8796438,92.48653331,-0.11120152,-0.113277,-0.091155,-0.33611,0.01386,0.2378,-0.525266,0.176906,0.203945,-0.002413
molecule_36,Train,C=CC[Sn](CCCC)(CCCC)CCCC,dichloromethane,C-M,5.46,-0.7,-6.5,-1.3,1.3,2,-0.27249,0.04737,1.2006,-0.96633,0.24783,2.04601,-0.003109,192.5763321,69.18582453,-0.182713167,-0.184534,-0.113134,-0.3341,0.0284,1.4333,-0.666924,0.172584,1.170288,-0.002516
molecule_361,Test,[S-]C#N,acetonitrile,S-Nucleophile,17.94,-4.7,-4.7,-3.3,-0.3,4.3,-0.24363,0.14111,1.7681,-0.59745,0,0.07979,-0.093722,77.41001201,58.97496302,-0.640455111,-0.641017,-0.521922,-0.33866,0.01317,0.4405,-0.760117,0,0.215404,-0.096601
molecule_368,Train,[Cl-],water,Halide,10.1,-17.1,-8.8,5.6,0.1,0.6,-0.24567,0.58956,0,-1,0,-1,-0.119445,31.45066105,31.45066105,-1,-1,-1,-0.38284,3.72816,0,-1,0,-1,-0.120327
molecule_37,Train,C=C(C)C[Sn](CCCC)(CCCC)CCCC,dichloromethane,C-M,7.48,-0.7,-6.5,-1.3,1.3,2,-0.26897,0.05013,1.1821,-0.96958,0.24877,2.05251,0.00114,229.3881046,78.97891553,-0.189646365,-0.191411,-0.121418,-0.33047,0.02917,1.8774,-0.70318,0.177833,1.178094,-0.004151
molecule_379,Test,[Br-],water,Halide,11.7,-17.1,-8.8,5.6,0.1,0.6,-0.25463,0.40962,0,-1,0,-1,-0.111349,31.02222761,31.02222761,-1,-1,-0.999999,-0.35723,4.45034,0,-1,0,-1,-0.113376
molecule_38,Train,C=C(O[Si](C)(C)C)/C=C/OC,dichloromethane,C-Pi,8.57,-0.7,-6.5,-1.3,1.3,2,-0.25498,0.02318,2.8319,-1.20606,0.25297,2.00241,-0.00532,213.2870924,99.4523066,-0.202431804,-0.207841,-0.156434,-0.33163,0.00166,5.5867,-0.641073,0.202856,0.520093,-0.007626
molecule_384,Test,FC1=C([Si](C2=C(C(F)=C(C(F)=C2F)F)F)(OC3=CCCO3)C4=C(C(F)=C(C(F)=C4F)F)F)C(F)=C(F)C(F)=C1F,dichloromethane,C-Pi,8.16,-0.7,-6.5,-1.3,1.3,2,-0.26973,-0.04083,2.1328,-0.88137,0.23801,2.03745,-0.008934,236.4090744,151.442899,-0.213840312,-0.216134,-0.136189,-0.34188,-0.05624,4.0644,-0.439772,0.202507,0.73269,-0.005334
molecule_385,Train,C1(O[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)=CCCO1,dichloromethane,C-Pi,11.28,-0.7,-6.5,-1.3,1.3,2,-0.25955,-0.00579,2.4263,-0.88468,0.24337,2.07524,-0.00793,221.540152,130.2098945,-0.214496219,-0.216716,-0.135112,-0.33401,-0.01625,1.4492,-0.472401,0.19963,0.561321,-0.005131
molecule_386,Train,C1(O[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)=CCCC1,dichloromethane,C-Pi,5.76,-0.7,-6.5,-1.3,1.3,2,-0.2732,-0.00484,1.3251,-0.89771,0.24174,2.0733,-0.006891,227.8232939,140.9920927,-0.191178764,-0.193395,-0.090576,-0.33958,-0.0127,1.6355,-0.433079,0.176143,0.4997,-0.00441
molecule_387,Train,O1CCC=C1,dichloromethane,C-Pi,4.37,-0.7,-6.5,-1.3,1.3,2,-0.26879,0.07212,1.4372,-0.59339,0.23827,0.15724,-0.002984,195.8613257,96.31126783,-0.21513103,-0.216898,-0.103082,-0.33621,0.03589,1.7136,-0.427412,0.174903,0.111206,-0.003752
molecule_388,Train,CC(O[Si](C1=C(F)C(F)=C(F)C(F)=C1F)(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F)=C,dichloromethane,C-Pi,0.58,-0.7,-6.5,-1.3,1.3,2,-0.30432,-0.03811,1.3184,-0.92105,0.23819,2.03607,-0.007522,232.5582173,103.1092633,-0.231032016,-0.23316,-0.135364,-0.37382,-0.05392,4.2886,-0.556533,0.198207,0.676162,-0.004758
molecule_389,Train,FC(C(F)=C(F)C(F)=C1F)=C1[Si](C2=C(F)C(F)=C(F)C(F)=C2F)(OC3=CCCC3)C4=C(F)C(F)=C(F)C(F)=C4F,dichloromethane,C-Pi,1.38,-0.7,-6.5,-1.3,1.3,2,-0.2855,-0.0369,1.5251,-0.89428,0.23802,2.03698,-0.007076,225.5082806,156.0806788,-0.194894665,-0.197518,-0.09289,-0.35041,-0.05403,4.1419,-0.387737,0.178693,0.680206,-0.004991
molecule_39,Train,C[Si](OC1=CCCCO1)(C)C,dichloromethane,C-Pi,10.61,-0.7,-6.5,-1.3,1.3,2,-0.25797,0.08103,2.1375,-1.20615,0.25518,1.99751,-0.003643,208.8981396,95.19299288,-0.21946125,-0.223909,-0.131899,-0.33108,0.02511,2.1492,-0.641419,0.191543,0.570747,-0.00315
molecule_390,Train,[O-]N=O,acetonitrile,O-Nucleophile,17.2,-4.7,-4.7,-3.3,-0.3,4.3,-0.22397,0.09815,0.3447,-0.61241,0,0.22483,-0.105241,69.84412498,52.38309374,-0.3393219,-0.335708,-0.450516,-0.31642,0.02874,0.6815,-0.646485,0,0.29297,-0.106953
molecule_40,Train,C[Si](OC1=CCCO1)(C)C,dichloromethane,C-Pi,12.56,-0.7,-6.5,-1.3,1.3,2,-0.25544,0.08302,2.3813,-1.20767,0.25493,2.00284,-0.005609,225.147471,101.1423461,-0.224531883,-0.227355,-0.147164,-0.32978,0.02583,2.0483,-0.646332,0.196846,0.588327,-0.006237
molecule_41,Train,C=C1CCCC1,dichloromethane,C-Pi,2.82,-0.7,-6.5,-1.3,1.3,2,-0.29773,0.0483,0.7425,-0.46534,0.24005,-0.029,-0.001362,203.837568,75.51943165,-0.261525308,-0.266553,-0.123721,-0.35971,0.04737,1.1696,-0.519145,0.165938,0.179814,-0.002259
molecule_42,Train,CC1=CC=CO1,dichloromethane,C-Pi,3.61,-0.7,-6.5,-1.3,1.3,2,-0.27561,0.05379,0.6427,-0.67929,0.24604,0.32347,-0.002802,215.7999661,77.92511918,-0.189420379,-0.12506,-0.10007,-0.3425,0.01825,1.017,-0.509022,0.189489,0.246966,-0.003309
molecule_426,Train,[N-]=[N+]=[N-],dimethylsulfoxide,N-SP2,20.5,-7.2,4,-4,2.6,0.6,-0.21463,0.17599,0,-0.59158,0,0.18315,-0.101917,73.07867786,55.83965247,-0.428529253,-0.426169,-0.507799,-0.33024,0.08444,0,-0.81722,0,0.63444,-0.104358
molecule_43,Train,CN1C=CC=C1,dichloromethane,C-Pi,5.85,-0.7,-6.5,-1.3,1.3,2,-0.26593,0.07284,2.8645,-0.43408,0.23443,-0.0451,-0.004653,196.7214258,75.38840661,-0.191602239,-0.111999,-0.101825,-0.33052,0.03982,3.6527,-0.340232,0.176011,-0.01274,-0.00507
molecule_44,Train,C[Si](OC1=CCCCC1)(C)C,dichloromethane,C-Pi,5.21,-0.7,-6.5,-1.3,1.3,2,-0.26922,0.06849,0.9721,-1.2057,0.25214,2.00073,-0.002585,214.2838197,105.0006286,-0.198031806,-0.2004,-0.096463,-0.33711,0.03743,1.3692,-0.638229,0.177845,0.502475,-0.002664
molecule_440,Train,ClC1=CC=NC=C1,dichloromethane,N-SP2,11.7,-0.7,-6.5,-1.3,1.3,2,-0.33322,-0.0042,0.8997,-0.51471,0.25948,0.06529,-0.003834,140.3833127,64.6519705,-0.31269301,-0.136134,-0.195747,-0.38451,-0.02079,0.8976,-0.360548,0.196941,0.144076,-0.004608
molecule_442,Test,N1=CC=CC=C1,dichloromethane,N-SP2,12.9,-0.7,-6.5,-1.3,1.3,2,-0.32189,0.00584,2.7143,-0.51666,0.2435,0.04819,-0.004179,140.556356,64.73222658,-0.318250202,-0.32162,-0.197144,-0.37421,-0.00819,2.9258,-0.358718,0.175631,0.033771,-0.005065
molecule_444,Train,CC1=CC=NC=C1,dichloromethane,N-SP2,13.7,-0.7,-6.5,-1.3,1.3,2,-0.31931,0.00975,3.3426,-0.65011,0.2436,0.05427,-0.004521,140.0220179,64.52777883,-0.314983443,-0.318418,-0.202749,-0.37506,-0.00672,3.8337,-0.531156,0.186344,0.231593,-0.005946
molecule_446,Train,COC1=CC=NC=C1,dichloromethane,N-SP2,13.7,-0.7,-6.5,-1.3,1.3,2,-0.30839,0.01469,3.9398,-0.5558,0.25074,0.37146,-0.006112,139.6960955,64.43153562,-0.150635492,-0.130504,-0.213084,-0.36139,-0.01229,4.1686,-0.45758,0.200306,0.40848,-0.007694
molecule_448,Train,NC1=CC=NC=C1,dichloromethane,N-SP2,15.2,-0.7,-6.5,-1.3,1.3,2,-0.27437,0.02513,5.5524,-0.81198,0.41365,0.22187,-0.008733,139.2602955,64.24744203,-0.190162327,-0.135991,-0.225616,-0.33162,-0.00233,5.5856,-0.501093,0.279689,0.383986,-0.009239
molecule_45,Train,C=C(O[Si](C)(C)C)C,dichloromethane,C-Pi,5.41,-0.7,-6.5,-1.3,1.3,2,-0.28332,0.06728,0.9869,-1.20581,0.25253,2.00066,-0.003183,222.0316896,102.1866326,-0.257078062,-0.261154,-0.156116,-0.35608,0.03382,3.5981,-0.63889,0.192635,0.51633,-0.003918
molecule_450,Test,CN(C1=CC=NC=C1)C,dichloromethane,N-SP2,15.8,-0.7,-6.5,-1.3,1.3,2,-0.26192,0.02441,5.8817,-0.56724,0.24315,0.22987,-0.006972,139.0078857,64.15319182,-0.158964237,-0.110217,-0.225107,-0.31237,0.00246,7.0057,-0.482142,0.186877,0.365622,-0.010422
molecule_457,Train,C1(N2CCCC2)=CC=NC=C1,water,N-SP2,12.39,-17.1,-8.8,5.6,0.1,0.6,-0.25999,0.02328,6.5187,-0.57719,0.24375,0.2376,-0.008259,139.1241084,64.19794011,-0.154186913,-0.107962,-0.22659,-0.31442,9.00E-05,7.6767,-0.498274,0.188816,0.373857,-0.011831
molecule_458,Test,COC1=CC=C2C(C=CN2)=C1,dichloromethane,C-Pi,6.22,-0.7,-6.5,-1.3,1.3,2,-0.25074,0.01202,3.5807,-0.59253,0.44074,0.31237,-0.008369,218.7899626,94.8957705,-0.10706691,-0.08075,-0.095865,-0.30989,-0.0111,4.234,-0.409084,0.285787,0.30756,-0.009288
